373 1
428 2
482 2
629 3
887 7
1298 7
1787 9
2266 10
2630 28
3072 43
3684 65
4452 81
5451 115
6506 158
7760 194
8957 250
10333 285
12668 359
15039 508
17732 694
20816 877
24017 1161
26839 1455
29696 1669
33969 2043
38484 2425
43398 3095
48263 3747
53178 4461
57198 5221
60792 5865
66067 6433
71517 7471
76646 8505
81498 9608
85813 10760
89390 11599
92885 12285
97068 13029
101393 14073
106458 14915
111756 15944
116721 16879
121437 17994
125289 18492
130147 19051
134907 20223
140397 21060
145540 21787
150513 22792
154261 23635
157729 24055
162431 24393
167152 25302
172587 26097
177543 26771
182270 27510
185491 28131
188465 28446
191843 28734
195527 29427
199358 30076
203125 30615
206174 31241
208324 31587
210645 31855
214228 32065
217617 32692
220915 33186
223524 33614
226041 33998
228106 34466
229932 34636
232506 34796
235547 35341
238253 35704
240795 36042
242825 36393
244332 36675
245680 36793
247287 36914
248937 37048
250739 37460
252473 37837
253977 38161
255076 38376
256145 38489
257579 39045
259046 39369
260388 39728
261622 39904
262727 40261
263518 40465
264235 40542
265321 40597
266474 40883
267656 41128
268657 41279
269710 41481
270597 41662
271404 41698
272430 41736
273507 41969
274504 42153
275524 42288
276504 42461
277170 42589
277792 42632
278684 42647
279566 42927
280340 43081
281037 43230
281675 43414
282308 43514
282703 43550
283307 43575
283710 43730
283770 43906
283774 43995
284276 44131
284900 44198
285416 44220
285768 44236
286349 44391
