1.07919091805013e-06 0 0 0 2.733950325727e-05 0 0 0 2.15838183610027e-06 2.9857615399387e-05 0.00194254365249024 3.59730306016711e-07 0 4.31676367220053e-06 0 3.59730306016711e-07 0 0 1.79865153008356e-06 0 0 0 0 0 0 0 2.87784244813369e-06 3.2375727541504e-06 0 0 8.63352734440107e-06 0 0 1.79865153008356e-06 0 5.03622428423395e-06 0 7.19460612033422e-07 1.07919091805013e-06 0 6.4751455083008e-06 0 1.07919091805013e-06 0 3.59730306016711e-07 9.35298795643449e-06 7.19460612033422e-07 0
0 0 0 0 0 3.2349051650188e-07 9.70471549505641e-07 3.46134852657012e-05 9.70471549505641e-07 9.70471549505641e-07 0 0.00217870862864016 3.2349051650188e-07 0 0 6.46981033003761e-07 0 0 1.29396206600752e-06 3.2349051650188e-07 0 3.2349051650188e-07 0 0 0 0 0 3.2349051650188e-07 3.2349051650188e-07 0 1.58510353085921e-05 9.70471549505641e-07 3.2349051650188e-07 0 6.46981033003761e-07 1.29396206600752e-06 9.70471549505641e-07 2.58792413201504e-06 2.26443361551316e-06 1.94094309901128e-06 0 0 0 2.58792413201504e-06 0 9.70471549505641e-07 0 0
9.06814573685417e-07 0 0 3.02271524561805e-07 0 0 0 4.03028699415741e-07 7.05300223977546e-07 0 0 1.00757174853935e-07 0.000694317691918467 0 0 2.0151434970787e-07 0 0 4.03028699415741e-07 2.0151434970787e-07 5.03785874269676e-07 0 3.02271524561805e-07 1.00757174853935e-07 4.03028699415741e-07 0 0 5.03785874269676e-07 3.02271524561805e-07 0 1.51135762280903e-06 3.12347242047199e-06 5.03785874269676e-07 0 0 0 2.0151434970787e-07 0 0 5.13861591755069e-06 0 3.02271524561805e-07 0 0 2.0151434970787e-07 3.02271524561805e-07 0 6.04543049123611e-07
2.17136010459808e-07 4.34272020919617e-07 0 0 3.47417616735693e-06 7.59976036609329e-06 6.51408031379425e-07 0 5.64553627195502e-06 9.46713005604765e-05 7.38262435563349e-06 2.17136010459808e-07 2.17136010459808e-07 0.00245841391042595 0 0 0 0 3.03990414643732e-06 0 0 0 0 0 6.51408031379425e-07 1.30281606275885e-06 8.68544041839234e-07 0 2.17136010459808e-07 0 8.68544041839234e-06 4.34272020919617e-07 0 0 0 4.99412824057559e-06 6.51408031379425e-07 4.34272020919617e-07 0 4.34272020919617e-07 0 4.34272020919617e-07 6.51408031379425e-07 0 0 0 0 1.08568005229904e-06
0 2.86588996903994e-06 0 0 0 0 0 0 7.05449838532908e-06 0 0 0 1.10226537270767e-06 0 0.00212406537320768 0 0 6.61359223624601e-07 1.10226537270767e-06 8.81812298166134e-07 0 0 0 0 0 0 2.20453074541534e-07 0 0 0 4.18860841628914e-06 2.20453074541534e-07 1.76362459633227e-06 8.81812298166134e-07 1.3227184472492e-06 0 0 0 0 4.40906149083067e-07 0 1.43294498451997e-05 1.10226537270767e-06 0 4.21065372374329e-05 1.10226537270767e-06 2.20453074541534e-07 0
0 4.09210068505301e-06 8.43995766292183e-06 2.55756292815813e-07 0 2.55756292815813e-07 0 1.27878146407907e-06 1.53453775689488e-06 0 2.55756292815813e-07 1.53453775689488e-06 5.11512585631626e-07 1.27878146407907e-06 1.27878146407907e-06 0.00223275243628205 2.55756292815813e-06 5.11512585631626e-06 2.55756292815813e-07 2.55756292815813e-07 7.67268878447439e-07 3.06907551378976e-06 0 0 3.32483180660557e-06 1.02302517126325e-06 0 0 0 0 8.36323077507709e-05 1.53453775689488e-06 7.67268878447439e-07 7.67268878447439e-07 0 0 0 0 1.53453775689488e-06 2.30180663534232e-06 2.55756292815813e-07 1.27878146407907e-06 0 2.3273822646239e-05 7.67268878447439e-07 5.11512585631626e-07 0 2.55756292815813e-06
4.83554720614874e-07 0 1.61184906871625e-07 4.83554720614874e-07 0 8.05924534358123e-07 0 1.45066416184462e-06 1.77303397558787e-06 0 0 3.22369813743249e-07 8.05924534358123e-07 0 6.44739627486498e-07 6.44739627486498e-07 0.00131285106646938 9.67109441229748e-07 0 3.22369813743249e-07 4.83554720614874e-07 0 1.45066416184462e-06 0 1.61184906871625e-06 5.96384155425011e-06 6.44739627486498e-07 0 9.67109441229748e-07 0 7.41450571609473e-06 5.64147174050686e-06 9.67109441229748e-07 0 1.61184906871625e-07 0 0 0 0 1.32171623634732e-05 0 0 0 4.83554720614874e-07 0 0 0 1.61184906871625e-07
0 1.27360922048243e-06 5.15811734295383e-05 0 0 0 0 0 5.09443688192971e-06 0 3.18402305120607e-06 0 0 0 6.36804610241214e-07 7.64165532289456e-06 0 0.00307130863519337 0 0 1.27360922048243e-06 9.55206915361821e-06 0 0 1.27360922048243e-06 6.36804610241214e-07 0 0 0 0 7.51429440084632e-05 0 3.82082766144728e-06 0 0 0 0 0 0 0 0 0 3.18402305120607e-06 5.73124149217092e-05 1.84673336969952e-05 6.36804610241214e-07 0 5.09443688192971e-06
0 0 0 0 8.68937645488528e-06 0 0 0 5.85202904104519e-06 2.73094688582109e-05 5.32002640095017e-07 0 0 1.77334213365006e-07 0 0 0 0 0.00174106730681763 0 0 0 0 0 5.32002640095017e-07 0 0 0 1.77334213365006e-07 0 4.25602112076014e-06 0 0 1.04627185885353e-05 0 0 0 0 0 0 0 0 0 0 1.77334213365006e-07 0 0 3.54668426730012e-07
0 0 0 0 0 0 0 0 5.52576156645093e-05 1.66438601399124e-07 0 0 0 0 4.99315804197373e-07 0 0 0 0 0.00169800661147387 0 0 0 9.98631608394746e-07 1.66438601399124e-07 0 0 0 1.66438601399124e-07 0 1.49794741259212e-06 0 1.66438601399124e-07 0 0 0 0 0 0 0 0 1.16507020979387e-06 0 0 1.66438601399124e-07 0 0 1.66438601399124e-07
0 1.36944849664638e-07 0 1.01339188751832e-05 0 0 6.84724248323192e-07 0 2.46500729396349e-06 0 0 0 1.50639334631102e-06 0 1.36944849664638e-07 2.73889699329277e-07 1.23250364698174e-06 0 0 0 0.00133754034667452 0 2.73889699329277e-07 0 3.97140064027451e-06 7.66891158121974e-06 0 2.73889699329277e-07 0 0 4.93001458792698e-06 6.02557338524409e-06 3.42362124161596e-06 6.84724248323192e-07 0 0 0 1.36944849664638e-07 0 2.60195214362813e-06 0 0 0 2.73889699329277e-07 2.73889699329277e-07 0 0 6.84724248323192e-07
0 0 0 0 0 0 0 0 4.90164808799891e-07 0 0 0 0 0 4.90164808799891e-07 2.45082404399946e-06 0 0 0 0 0 0.00203173313247555 0 0 9.80329617599783e-07 0 0 0 0 0 0.000964154178909386 0 0 0 0 0 0 4.90164808799891e-07 0 2.45082404399946e-06 0 0 0 3.43115366159924e-06 4.90164808799891e-07 0 0 1.47049442639967e-06
0 0 0 0 0 4.79367315294031e-07 0 1.43810194588209e-06 1.19841828823508e-06 0 0 2.39683657647015e-07 2.63652023411717e-06 0 1.91746926117612e-06 0 0 0 0 2.39683657647015e-07 0 0 0.000932609111904537 0 4.79367315294031e-07 0 0 2.39683657647015e-07 2.39683657647015e-07 0 2.39683657647015e-07 2.39683657647015e-07 0 4.79367315294031e-07 0 0 0 1.43810194588209e-06 0 1.79762743235262e-05 0 0 0 0 0 0 0 0
1.74306967119198e-06 0 0 0 0 0 1.16204644746132e-06 0 1.10394412508825e-05 3.48613934238396e-06 0 0 1.16204644746132e-06 0 0 0 0 0 0 5.81023223730659e-07 0 0 5.81023223730659e-07 0.00281157137963266 0 0 0 0 3.60234398713009e-05 0 8.71534835595989e-06 0 0 4.06716256611462e-06 0 0 2.9051161186533e-06 0 5.81023223730659e-07 0 0 1.74306967119198e-06 5.81023223730659e-07 0 2.32409289492264e-06 0 0 8.25052977697536e-05
0 0 0 0 0 0 0 0 2.96174037534068e-06 0 0 0 0 0 0 0 2.11552883952906e-07 0 0 1.05776441976453e-07 0 0 0 0 0.00145548384159599 0 0 0 1.05776441976453e-07 0 2.32708172348196e-06 0 0 0 0 0 0 2.11552883952906e-07 0 0 0 0 0 0 8.46211535811623e-07 0 0 0
0 3.9856309872223e-07 9.96407746805575e-07 2.39137859233338e-06 1.99281549361115e-07 0 1.99281549361115e-07 1.19568929616669e-06 2.98922324041672e-06 0 0 1.3949708455278e-06 1.79353394425003e-06 0 3.9856309872223e-07 1.79353394425003e-06 9.56551436933352e-06 1.99281549361115e-07 0 0 1.11597667642224e-05 5.97844648083345e-07 3.9856309872223e-07 3.9856309872223e-07 9.96407746805575e-07 0.00167675495632442 1.99281549361115e-07 0 5.97844648083345e-07 0 7.77198042508348e-06 5.57988338211122e-06 0 1.19568929616669e-06 0 0 1.99281549361115e-07 3.9856309872223e-07 0 1.3949708455278e-06 0 1.99281549361115e-07 0 7.9712619744446e-07 1.59425239488892e-06 0 5.97844648083345e-07 3.9856309872223e-07
1.20877293550951e-06 0 8.05848623673006e-07 0 9.58959862170877e-05 1.61169724734601e-06 0 0 4.02924311836503e-06 1.81315940326426e-05 2.94134747640647e-05 4.02924311836503e-07 4.02924311836503e-07 3.62631880652853e-06 0 0 0 0 1.61169724734601e-06 8.05848623673006e-07 0 0 0 0 8.05848623673006e-07 2.41754587101902e-06 0.00321855940294999 0 0 0 1.53111238497871e-05 0 0 0.00019702998848805 8.05848623673006e-07 0 0 2.01462155918252e-06 0 4.02924311836503e-07 2.41754587101902e-06 0 0 0 1.61169724734601e-06 1.20877293550951e-06 0 1.24906536669316e-05
1.37962953211025e-06 2.75925906422051e-07 2.75925906422051e-07 2.75925906422051e-07 1.6555554385323e-06 5.79444403486306e-06 0 5.51851812844101e-07 2.2074072513764e-06 1.1037036256882e-06 1.93148134495435e-06 2.75925906422051e-07 0 5.51851812844101e-07 2.75925906422051e-07 8.27777719266152e-07 0 0 1.37962953211025e-06 2.75925906422051e-07 0 2.75925906422051e-07 0 2.75925906422051e-07 1.1037036256882e-06 0 2.2074072513764e-06 0.00206944429816538 0 1.1037036256882e-06 1.24166657889923e-05 5.51851812844101e-07 0 1.37962953211025e-06 9.38148081834972e-06 4.96666631559691e-06 1.37962953211025e-06 2.48333315779845e-06 3.03518497064256e-06 0 1.37962953211025e-06 0 0 2.75925906422051e-06 0 9.10555491192767e-06 9.65740672477177e-06 2.2074072513764e-06
0 0 0 0 0 0 0 0 5.18696545171272e-05 0 0 0 0 0 0 0 0 0 0 5.89427892240081e-07 0 0 0 1.11991299525615e-05 0 0 0 0 0.00132238147624062 0 2.94713946120041e-07 0 0 0 0 0 0 0 0 0 0 1.09044160064415e-05 0 0 0 0 0 2.94713946120041e-07
9.24218224320891e-05 0 0 0 1.1504791174119e-06 2.03251310742769e-05 1.9174651956865e-06 0 4.98540950878489e-06 0 2.68445127396109e-06 0 0 0 1.9174651956865e-06 7.66986078274598e-07 3.83493039137299e-07 1.1504791174119e-06 0 0 0 0 0 0 0 0 1.5339721565492e-06 2.68445127396109e-06 0 0.00341078709008714 1.34222563698055e-05 1.9174651956865e-06 0 1.1504791174119e-06 4.02667691094164e-05 0 2.10921171525514e-05 0 0 0 1.1504791174119e-06 0 0 0 1.1504791174119e-06 0 1.5339721565492e-06 1.5339721565492e-06
1.905439164622e-08 9.52719582311001e-08 0 3.81087832924401e-08 0 0 4.19196616216841e-07 0 4.57305399509281e-07 3.81087832924401e-08 7.62175665848801e-08 1.905439164622e-08 5.71631749386601e-08 0 0 1.5243513316976e-07 1.1432634987732e-07 0 0 1.905439164622e-08 1.905439164622e-07 1.41002498182028e-06 0 0 2.4770709140086e-07 3.81087832924401e-08 1.1432634987732e-07 1.905439164622e-08 1.905439164622e-08 0 0.000607644549597957 2.0959830810842e-07 7.62175665848801e-08 0 1.5243513316976e-07 0 1.905439164622e-07 1.7148952481598e-07 9.52719582311001e-08 0 1.905439164622e-08 0 0 3.54411684619693e-06 1.905439164622e-07 1.7148952481598e-07 0 5.71631749386601e-08
0 0 0 2.26631035060475e-07 0 7.55436783534915e-08 2.26631035060475e-07 3.02174713413966e-07 3.02174713413966e-07 0 0 1.51087356706983e-07 1.28424253200936e-06 0 0 2.26631035060475e-07 1.05761149694888e-06 0 0 0 9.06524140241899e-07 0 0 0 0 1.51087356706983e-07 0 0 0 0 7.55436783534915e-07 0.000683141483350624 4.53262070120949e-07 0 0 0 0 0 0 6.04349426827932e-07 0 0 0 7.55436783534915e-08 0 0 0 0
5.91016005051983e-07 6.67003777130095e-06 2.02634058874966e-06 3.71495774604104e-06 0 0 8.4430857864569e-08 0 5.06585147187414e-07 0 1.68861715729138e-07 3.37723431458276e-07 8.4430857864569e-08 0 1.68861715729138e-07 2.53292573593707e-07 0 8.4430857864569e-08 4.22154289322845e-07 0 2.53292573593707e-07 0 0 0 7.59877720781121e-07 4.22154289322845e-07 0 0 8.4430857864569e-08 0 3.20837259885362e-06 1.68861715729138e-07 0.00130302142942389 3.37723431458276e-07 0 0 0 8.4430857864569e-08 1.68861715729138e-07 1.68861715729138e-07 0 2.53292573593707e-07 0 0 1.0976011522394e-06 1.68861715729138e-07 0 4.22154289322845e-07
3.89656541391446e-07 0 0 0 3.89656541391446e-06 0 0 0 2.14311097765295e-06 3.70173714321873e-06 1.94828270695723e-07 0 0 1.94828270695723e-07 1.94828270695723e-07 0 0 0 1.77293726333108e-05 0 0 0 0 1.75345443626151e-06 0 0 2.12362815058338e-05 0 0 0 6.03967639156741e-06 0 5.84484812087169e-07 0.00231572882548936 0 0 0 1.94828270695723e-07 0 0 9.74141353478614e-07 0 0 1.94828270695723e-07 0 1.94828270695723e-07 0 9.74141353478614e-06
3.83989691041137e-05 0 0 0 8.25784281808897e-07 2.47735284542669e-06 0 0 6.60627425447117e-06 8.25784281808897e-07 0 0 1.23867642271335e-06 1.65156856361779e-06 0 0 0 0 1.23867642271335e-06 0 0 0 8.25784281808897e-07 0 1.23867642271335e-06 0 0 2.22961756088402e-05 0 2.3947744172458e-05 1.11480878044201e-05 0 0 0 0.00291130248551727 2.06446070452224e-06 5.32630861766738e-05 0 0 0 0 0 0 2.89024498633114e-06 4.12892140904448e-07 2.06446070452224e-06 1.23867642271335e-06 8.25784281808897e-07
3.23430168406609e-06 8.08575421016523e-07 0 0 0 0 3.23430168406609e-06 0 8.08575421016523e-07 1.61715084203305e-06 3.96201956298096e-05 0 0 9.70290505219827e-06 0 8.08575421016523e-07 0 0 8.08575421016523e-07 0 0 0 0 0 0 0 0 8.89432963118175e-06 0 0 1.37457821572809e-05 0 0 8.08575421016523e-07 8.08575421016523e-07 0.0032884762372742 0 0 2.42572626304957e-06 0 0 0 0 0 0 0.000123712039415528 0 0
3.94334194529815e-05 1.33672608315191e-07 0 0 1.47039869146711e-06 4.01017824945574e-07 5.34690433260766e-07 0 3.34181520787979e-06 2.67345216630383e-06 1.33672608315191e-07 0 0 5.34690433260766e-07 8.02035649891149e-07 0 0 0 1.20305347483672e-06 6.68363041575957e-07 0 0 0 0 1.20305347483672e-06 0 8.02035649891149e-07 0 8.02035649891149e-07 2.80712477461902e-06 1.02927908402697e-05 5.34690433260766e-07 0 1.33672608315191e-06 1.02927908402697e-05 1.33672608315191e-07 0.00262934020555982 0 1.33672608315191e-07 6.68363041575957e-07 0 4.01017824945574e-07 4.01017824945574e-07 0 4.01017824945574e-07 9.3570825820634e-07 6.68363041575957e-07 6.68363041575957e-07
3.85268571915811e-07 0 0 0 1.92634285957905e-06 0 1.00169828698111e-05 0 2.69688000341068e-06 3.85268571915811e-07 1.54107428766324e-06 4.23795429107392e-06 0 7.70537143831622e-07 0 0 0 0 0 3.85268571915811e-07 0 0 3.85268571915811e-07 0 0 0 3.85268571915811e-07 2.69688000341068e-06 0 0 2.15750400272854e-05 3.85268571915811e-07 0 1.15580571574743e-06 2.31161143149487e-06 4.23795429107392e-06 0 0.00173563491648073 1.92634285957905e-06 2.31161143149487e-06 0 7.70537143831622e-07 0 3.85268571915811e-07 0 2.0419234311538e-05 1.88781600238747e-05 1.15580571574743e-06
0 0 0 0 0 0 1.32380697563868e-05 0 8.27379359774176e-07 0 6.61903487819341e-06 0 8.27379359774176e-07 3.30951743909671e-06 0 0 0 0 0 0 1.65475871954835e-06 2.48213807932253e-06 0 0 0 0 0 2.48213807932253e-06 0 0 0.000319368432872832 8.27379359774176e-07 8.27379359774176e-07 0 0 0 8.27379359774176e-07 8.27379359774176e-07 0.00369259408267215 0 1.32380697563868e-05 0 0 1.65475871954835e-06 0 6.03986932635149e-05 0 1.65475871954835e-06
6.45416425101034e-08 2.58166570040413e-07 1.29083285020207e-07 8.39041352631344e-07 4.51791497570723e-07 0 6.45416425101034e-08 1.67808270526269e-06 3.42070705303548e-06 3.8724985506062e-07 0 7.09958067611137e-07 7.6159138161922e-06 0 0 4.51791497570723e-07 6.84141410607096e-06 0 0 0 1.09720792267176e-06 0 7.48683053117199e-06 2.58166570040413e-07 1.35537449271217e-06 1.22629120769196e-06 0 0 1.29083285020207e-07 0 5.7442061833992e-06 2.51712405789403e-06 3.8724985506062e-07 0 0 0 0 1.9362492753031e-07 0 0.00131471325793081 0 6.45416425101034e-08 1.9362492753031e-07 6.45416425101034e-08 5.16333140080827e-07 1.29083285020207e-07 0 6.45416425101034e-08
0 0 0 0 1.42844011411237e-06 1.42844011411237e-06 0 0 0 0 4.57100836515957e-05 0 0 0 0 0 0 0 5.71376045644947e-06 0 0 2.14266017116855e-05 0 0 0 0 1.99981615975731e-05 0 4.2853203423371e-06 0 2.57119220540226e-05 0 0 2.28550418257979e-05 0 2.85688022822473e-06 0 4.2853203423371e-06 1.71412813693484e-05 0 0.00585231914751836 0 0 0 0 7.14220057056183e-06 0 9.99908079878656e-05
0 1.56802530466691e-07 4.70407591400072e-07 0 0 0 1.56802530466691e-07 0 5.72329236203421e-05 0 0 0 0 0 5.48808856633418e-06 0 4.70407591400072e-07 0 0 1.56802530466691e-07 6.27210121866763e-07 0 0 1.56802530466691e-07 4.70407591400072e-07 0 0 0 5.1744835054008e-06 0 2.66564301793374e-06 6.27210121866763e-07 3.13605060933382e-07 0 0 0 0 0 0 3.13605060933382e-07 0 0.00151220360382077 0 0 1.41122277420022e-06 0 0 6.27210121866763e-07
0 0 0 1.9126322955805e-06 0 0 0 0 2.86894844337075e-06 0 0 0 0 1.9126322955805e-06 1.33884260690635e-05 0 0 9.5631614779025e-07 0 0 3.825264591161e-06 3.825264591161e-06 0 3.825264591161e-06 0 0 0 0 0 0 1.05194776256928e-05 0 9.5631614779025e-07 2.86894844337075e-06 0 0 0 0 0 0 0 8.60684533011225e-06 0.00518610246946653 0 1.33884260690635e-05 0 0 0.000160661112828762
0 3.66467611782114e-07 1.09940283534634e-06 0 0 0 5.49701417673171e-07 5.49701417673171e-07 5.49701417673171e-07 3.66467611782114e-07 0 2.19880567069268e-06 0 3.66467611782114e-07 0 1.04443269357903e-05 0 5.1305465649496e-06 5.49701417673171e-07 0 0 1.83233805891057e-06 0 0 1.83233805891057e-07 5.49701417673171e-07 1.83233805891057e-07 3.66467611782114e-07 5.49701417673171e-07 0 0.00028767707524896 3.66467611782114e-07 3.66467611782114e-07 1.83233805891057e-07 0 0 0 1.83233805891057e-07 0 0 0 0 0 0.00125918271408334 5.49701417673171e-07 0 0 1.83233805891057e-07
2.96823122893297e-07 6.87640234702805e-06 5.93646245786594e-07 4.45234684339945e-07 1.48411561446648e-07 4.94705204822162e-08 0 0 3.01770174941519e-06 0 0 9.89410409644323e-08 0 0 5.09546360966827e-06 9.89410409644323e-08 4.94705204822162e-08 6.92587286751026e-07 2.96823122893297e-07 1.97882081928865e-07 1.97882081928865e-07 0 0 0 6.92587286751026e-07 4.94705204822162e-08 0 0 0 0 2.72087862652189e-06 9.89410409644323e-08 9.89410409644323e-07 4.94705204822162e-08 0 4.94705204822162e-08 0 0 0 0 0 1.97882081928865e-07 4.94705204822162e-07 0 0.000986689531017801 0 0 1.97882081928865e-07
2.4404558485504e-07 4.8809116971008e-07 0 0 1.2202279242752e-06 2.4404558485504e-07 4.39282052739072e-06 0 6.101139621376e-06 4.8809116971008e-07 6.58923079108608e-06 0 0 1.95236467884032e-06 2.4404558485504e-07 0 0 0 4.8809116971008e-07 0 7.3213675456512e-07 9.76182339420161e-07 0 0 0 0 1.2202279242752e-06 9.76182339420161e-07 0 1.46427350913024e-06 3.48985186342707e-05 0 4.8809116971008e-07 2.4404558485504e-06 0 3.53866098039808e-05 1.2202279242752e-06 1.46427350913024e-06 1.97676923732583e-05 4.8809116971008e-07 4.8809116971008e-07 0 0 0 9.76182339420161e-07 0.00172100946439774 3.41663818797056e-06 2.4404558485504e-07
5.15380420584433e-06 7.36257743692047e-07 0 7.36257743692047e-07 0 7.36257743692047e-07 1.10438661553807e-05 0 1.47251548738409e-06 1.10438661553807e-05 1.47251548738409e-06 0 1.47251548738409e-06 5.89006194953637e-06 0 2.20877323107614e-06 0 0 0 0 2.20877323107614e-06 0 7.36257743692047e-07 0 7.36257743692047e-07 0 0 3.60766294409103e-05 0 0 2.72415365166057e-05 0 0 0 4.41754646215228e-06 3.68128871846023e-06 1.47251548738409e-06 6.18456504701319e-05 1.47251548738409e-06 7.36257743692047e-07 2.20877323107614e-06 0 0 7.36257743692047e-07 0 6.84719701633604e-05 0.00267187935185844 0
1.31311941812628e-07 2.62623883625256e-07 0 0 0 1.31311941812628e-07 2.62623883625256e-07 0 3.67673437075359e-06 0 0 0 1.31311941812628e-07 0 0 0 0 0 0 1.31311941812628e-07 0 2.62623883625256e-07 0 7.87871650875769e-06 1.31311941812628e-06 0 1.57574330175154e-06 6.56559709063141e-07 1.31311941812628e-07 0 5.51510155613038e-06 2.62623883625256e-07 0 1.96967912718942e-06 0 0 3.93935825437885e-07 0 0 1.31311941812628e-07 3.93935825437885e-07 1.18180747631365e-06 6.56559709063141e-06 0 9.19183592688397e-07 2.62623883625256e-07 0 0.00173988322901732
