0 690504 GM 2020 0
1 692357 GM 2020 0
2 693131 GM 2020 0
3 692927 GM 2020 0
4 691977 GM 2020 0
5 690175 GM 2020 0
6 687856 GM 2020 0
7 685483 GM 2020 0
8 684002 GM 2020 0
9 683409 GM 2020 0
10 684127 GM 2020 0
11 687984 GM 2020 0
12 691634 GM 2020 0
13 686600 GM 2020 0
14 686547 GM 2020 0
15 704707 GM 2020 0
16 718485 GM 2020 0
17 729139 GM 2020 0
18 747287 GM 2020 0
19 778206 GM 2020 0
20 802668 GM 2020 0
21 821736 GM 2020 0
22 849399 GM 2020 0
23 863985 GM 2020 0
24 851271 GM 2020 0
25 848894 GM 2020 0
26 873115 GM 2020 0
27 902819 GM 2020 0
28 932696 GM 2020 0
29 994425 GM 2020 0
30 1030150 GM 2020 0
31 1034594 GM 2020 0
32 1034640 GM 2020 0
33 1015854 GM 2020 0
34 988368 GM 2020 0
35 971188 GM 2020 0
36 966832 GM 2020 0
37 979943 GM 2020 0
38 989870 GM 2020 0
39 998265 GM 2020 0
40 978403 GM 2020 0
41 946583 GM 2020 0
42 938262 GM 2020 0
43 928445 GM 2020 0
44 910068 GM 2020 0
45 903818 GM 2020 0
46 917693 GM 2020 0
47 967899 GM 2020 0
48 1077262 GM 2020 0
49 1157021 GM 2020 0
50 1223243 GM 2020 0
51 1299830 GM 2020 0
52 1345824 GM 2020 0
53 1375225 GM 2020 0
54 1392516 GM 2020 0
55 1405878 GM 2020 0
56 1409612 GM 2020 0
57 1376146 GM 2020 0
58 1335102 GM 2020 0
59 1298006 GM 2020 0
60 1254704 GM 2020 0
61 1197375 GM 2020 0
62 1148241 GM 2020 0
63 1114147 GM 2020 0
64 1074699 GM 2020 0
65 1042521 GM 2020 0
66 1012242 GM 2020 0
67 990083 GM 2020 0
68 969797 GM 2020 0
69 952369 GM 2020 0
70 928328 GM 2020 0
71 864850 GM 2020 0
72 793571 GM 2020 0
73 709237 GM 2020 0
74 615246 GM 2020 0
75 659421 GM 2020 0
76 740623 GM 2020 0
77 714872 GM 2020 0
78 752803 GM 2020 0
79 815653 GM 2020 0
80 794798 GM 2020 0
81 723256 GM 2020 0
82 637985 GM 2020 0
83 570587 GM 2020 0
84 515286 GM 2020 0
85 450994 GM 2020 0
86 359879 GM 2020 0
87 290111 GM 2020 0
88 261360 GM 2020 0
89 239647 GM 2020 0
90 211878 GM 2020 0
91 179137 GM 2020 0
92 146234 GM 2020 0
93 117272 GM 2020 0
94 95438 GM 2020 0
95 74209 GM 2020 0
96 55859 GM 2020 0
97 43869 GM 2020 0
98 34472 GM 2020 0
99 25669 GM 2020 0
100 36855 GM 2020 0
